"device","type_device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",27.0,3,11,25,2,13,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","คอนเน่",30.0,3,16,41,1,26,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",39.0,3,20,42,5,23,12
"VFE2187","VFE","13.6397309 "," 100.501133370000005","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",36.0,3,22,25,0,25,12
"VFE1267","VFE","13.6085235900000008 "," 100.762693859999999","ภาคกลาง","VEND","เป๊ปซี่-สลิม",45.0,3,12,52,6,31,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","พริงเกิลส์-ดั้งเดิม",60.0,3,14,35,3,30,11
"VFS1691","VFS","13.5858372500000009 "," 100.750996689999994","ภาคกลาง","VEND","เจเล่บิวตี้ วิตามิน เอ.ซี.อี.150g.",30.0,3,16,17,4,22,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",33.0,3,15,1,6,24,12
"VFE244","VFE","13.7194696799999996 "," 100.570793069999993","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",30.0,3,10,15,5,30,12
"VFE1329","VFE","13.8964818599999997 "," 100.555909139999997","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",45.0,3,9,27,6,31,12
"VFE2331","VFE","13.8531439600000006 "," 100.399410290000006","ภาคกลาง","VEND","คาราบาวแดง",33.0,3,13,4,3,28,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",30.0,3,16,19,1,26,12
"VFE753","VFE","13.9097378599999999 "," 100.382474830000007","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",33.0,3,19,5,1,26,12
"VFE2442","VFE","13.8621242599999999 "," 100.612030529999998","ภาคกลาง","VEND","ชเวปส์",54.0,3,13,10,3,28,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",39.0,3,9,29,1,19,12
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",33.0,3,16,58,5,9,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","โค้ก-สลิม (1x24)",42.0,3,19,49,4,15,12
"VFE1347","VFE","14.7023552599999991 "," 101.462720970000007","ภาคกลาง","VEND","ซีวิท-เลมอน",51.0,3,10,42,0,18,12
"VFE2139","VFE","13.9397470299999995 "," 100.541496969999997","ภาคกลาง","VEND","611 เอ็มจอยml ลิ้นจี่",36.0,3,20,18,5,23,12
"VFE2138","VFE","13.1146730399999996 "," 101.026319259999994","ภาคกลาง","VEND","เอ็ม-150",36.0,3,22,28,0,25,12
"VFE1803","VFE","13.6184599800000008 "," 100.531261850000007","ภาคกลาง","VEND","คาราบาวแดง",30.0,3,17,58,4,29,12
"VFE1143","VFE","13.6845774900000006 "," 100.436489089999995","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",33.0,3,23,21,5,16,12
"VFE1117","VFE","14.6597224900000001 "," 101.394604760000007","ภาคกลาง","VEND","เป๊ปซี่-สลิม",42.0,3,17,47,3,28,12
"VFE2493","VFE","13.7222006899999993 "," 100.519821870000001","ภาคกลาง","VEND","น้ำแร่มองต์เฟลอ",30.0,3,9,27,1,19,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",33.0,3,8,49,5,30,12
"VFE1807","VFE","13.1192711400000004 "," 100.907345539999994","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",45.0,3,7,50,5,23,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","เป๊ปซี่-สลิม",39.0,3,18,6,6,31,12
"VFE2190","VFE","13.8342181199999992 "," 100.610873909999995","ภาคกลาง","VEND","เอ็ม-150",36.0,3,9,8,3,28,12
"VFS1032","VFS","13.1042033999999994 "," 100.897402940000006","ภาคกลาง","VEND","เจเล่บิวตี้ แบล็คเคอเรนท์150ก.",30.0,3,7,23,3,21,12
"VFS1032","VFS","13.1042033999999994 "," 100.897402940000006","ภาคกลาง","VEND","คอนเน่",30.0,3,11,51,0,18,12
"VFE2442","VFE","13.8621242599999999 "," 100.612030529999998","ภาคกลาง","VEND","เอ็ม-150",36.0,3,9,11,3,28,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","บิ๊กกรีนที",30.0,3,18,1,6,24,12
"VFE754","VFE","13.6300440799999993 "," 100.504490279999999","ภาคกลาง","VEND","คาราบาวแดง",30.0,3,14,28,0,18,12
"VFE556","VFE","12.7760233099999994 "," 100.913611329999995","ภาคใต้","VEND","โค้ก-สลิม (1x24)",42.0,3,13,13,3,28,12
"VFE1380","VFE","13.35633874 "," 100.98214213","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",39.0,3,18,34,4,15,12
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","UFC- เฉาก๊วย",39.0,3,8,24,6,24,12
"VFE1692","VFE","12.8304999199999994 "," 101.129206600000003","ภาคใต้","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.",54.0,3,14,32,5,9,12
"VFE712","VFE","13.5985464100000009 "," 100.766116319999995","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",45.0,3,9,10,4,29,12
"VFE2364","VFE","14.3410982199999992 "," 100.641845279999998","ภาคกลาง","VEND","611 น้ำเกลือแร่ (Six.Eleven)",30.0,3,22,17,4,22,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","เอ็ม-150",30.0,3,18,1,6,31,12
"VFE2065","VFE","12.8801501799999993 "," 100.884887289999995","ภาคใต้","VEND","เอ็ม-150",30.0,3,11,29,6,31,12
"VFE1840","VFE","13.5858157300000002 "," 100.751121310000002","ภาคกลาง","VEND","เอส เพลย์ สตรอเบอร์รี่(กระป๋อง) 250 ml",39.0,3,16,36,1,12,12
"VFE558","VFE","13.1400377400000004 "," 100.988009640000001","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",48.0,3,12,22,6,10,12
"VFE2443","VFE","14.0302439499999991 "," 100.529548629999994","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",48.0,3,10,54,2,27,12
"VFE1464","VFE","13.5857371300000001 "," 100.751032640000005","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",33.0,3,21,50,4,22,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",48.0,3,8,38,5,30,12
"VFE369","VFE","13.1196411600000005 "," 100.90947903","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",30.0,3,8,18,1,26,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",33.0,3,15,35,5,9,12
"VFE1068","VFE","13.93594227 "," 100.454055370000006","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",30.0,3,17,1,1,26,12
"VFE1072","VFE","13.8825912299999992 "," 100.407175190000004","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",36.0,3,10,52,5,30,12
"VFS1790","VFS","13.7222460099999992 "," 100.520016339999998","ภาคกลาง","VEND","โฟร์โมสต์ยูเอที225มล.รสช็อกโกแลต",36.0,3,11,48,0,18,12
"VFE2235","VFE","14.3544234900000003 "," 100.612017829999999","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",30.0,3,14,52,0,25,12
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","เป๊ปซี่-สลิม",39.0,3,14,46,3,14,12
"VFE889","VFE","13.6652812699999995 "," 100.516327829999994","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",48.0,3,13,57,2,13,12
"VFE1401","VFE","12.9492985699999998 "," 100.890237189999993","ภาคใต้","VEND","เอ็ม-150",39.0,3,15,55,2,27,12
"VFE2263","VFE","13.5858532699999994 "," 100.751204049999998","ภาคกลาง","VEND","เอ็ม-150",36.0,3,14,11,3,28,12
"VFE2126","VFE","15.0031407199999993 "," 102.117553340000001","ภาคกลาง","VEND","บิ๊กกรีนที",39.0,3,17,7,4,8,12
"VFE2263","VFE","13.5858532699999994 "," 100.751204049999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",45.0,3,14,43,4,29,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เอ็ม-150",30.0,3,12,17,1,19,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",33.0,3,15,31,0,25,12
"VFE2256","VFE","13.0200562800000004 "," 100.935366509999994","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",37.0,3,17,6,4,15,12
"VFE992","VFE","14.7898126199999993 "," 100.677284700000001","ภาคกลาง","VEND","เอ็ม-150",33.0,3,0,52,5,23,12
"VFE599","VFE","13.8670703700000004 "," 100.497135569999998","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",36.0,3,20,9,0,25,12
"VFE174","VFE","13.6677831600000008 "," 100.48509473","ภาคกลาง","VEND","เป๊ปซี่-สลิม",39.0,3,21,53,6,24,12
"VFE603","VFE","13.6449382799999999 "," 100.678278329999998","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",36.0,3,15,22,4,15,12
"VFS484","VFS","13.7039091000000006 "," 100.357286329999994","ภาคกลาง","VEND","Coke (ขวด)",54.0,3,10,32,5,30,12
"VFE752","VFE","13.6576857999999994 "," 100.499187689999999","ภาคกลาง","VEND","611 น้ำวิตามินซี (Six.Eleven)",30.0,3,5,32,5,9,12
"VFE333","VFE","13.5984842700000002 "," 100.765673840000005","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",33.0,3,11,3,6,10,12
"VFS1666","VFS","14.0762835099999997 "," 100.595565359999995","ภาคกลาง","VEND","Coke (ขวด)",54.0,3,1,1,0,4,12
"VFS1778","VFS","12.8322513399999991 "," 101.128752489999997","ภาคใต้","VEND","ลูกอมรสมะนาวผสมเกลือหิมาลัย",33.0,3,1,55,6,17,12
"VFE2482","VFE","13.8782596399999996 "," 100.578768049999994","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",45.0,3,18,26,2,20,12
"VFE322","VFE","14.5429853100000006 "," 100.950452900000002","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",48.0,3,6,27,1,26,12
"VFS651","VFS","13.00879458 "," 101.167842140000005","ภาคกลาง","VEND","ลูกอมรสมะนาวผสมเกลือหิมาลัย",30.0,3,16,8,4,22,12
"VFE138","VFE","13.7467640299999996 "," 100.538016959999993","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",51.0,3,12,5,2,13,12
"VFE762","VFE","14.0634288000000005 "," 100.668789009999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",42.0,3,13,49,5,30,12
"VFS1595","VFS","13.6750157100000003 "," 100.450491600000007","ภาคกลาง","VEND","สแน็คแจ๊ค",30.0,3,3,25,1,19,12
"VFE2122","VFE","13.9706097299999996 "," 100.163548860000006","ภาคกลาง","VEND","เอ็ม-150",36.0,3,17,26,3,28,12
"VFS1595","VFS","13.6750157100000003 "," 100.450491600000007","ภาคกลาง","VEND","ปาร์ตี้ คาราเมล",30.0,3,23,40,6,24,12
"VFE2425","VFE","13.7714108300000007 "," 100.48386696","ภาคกลาง","VEND","เอสเพลย์-เกรปเบอร์รี่ 250 ml",33.0,3,0,45,6,31,12
"VFE643","VFE","13.9610388899999993 "," 100.678939510000006","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",39.0,3,19,40,0,18,12
"VFE1901","VFE","13.6639181099999991 "," 100.628355749999997","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",45.0,3,10,46,1,26,12
"VFE1401","VFE","12.9492985699999998 "," 100.890237189999993","ภาคใต้","VEND","โค้ก-สลิม (1x24)",48.0,3,19,7,0,18,12
"VFE645","VFE","14.4381145100000001 "," 100.136659280000003","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",30.0,3,9,11,6,24,12
"VFE645","VFE","14.4381145100000001 "," 100.136659280000003","ภาคกลาง","VEND","คาราบาวแดง",33.0,3,12,41,4,29,12
"VFE305","VFE","13.9328836599999999 "," 100.678440320000007","ภาคกลาง","VEND","เอ็ม-150",33.0,3,18,14,0,25,12
"VFE2208","VFE","13.5856912800000007 "," 100.751035549999997","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",27.0,3,15,5,2,22,11
"VFE302","VFE","13.7073031499999995 "," 100.372263360000005","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",27.0,3,10,38,4,22,12
"VFE861","VFE","13.6586416199999992 "," 100.716272979999999","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",36.0,3,0,46,5,30,12
"VFE1237","VFE","13.7649893199999998 "," 100.584549640000006","ภาคกลาง","VEND","บิ๊กกรีนที",36.0,3,19,51,2,27,12
"VFE1800","VFE","13.7273295599999994 "," 100.585980120000002","ภาคกลาง","VEND","เอ็ม-150",30.0,3,12,0,1,26,12
"VFE945","VFE","14.06552252 "," 100.654934229999995","ภาคกลาง","VEND","บิ๊กโคล่า-น้ำดำ",33.0,3,15,24,0,4,12
"VFE1074","VFE","13.7201077100000006 "," 100.565742529999994","ภาคกลาง","VEND","ชเวปส์",48.0,3,16,13,1,19,12
"VFS1748","VFS","13.5857236300000004 "," 100.751151089999993","ภาคกลาง","VEND","เลย์ รสเอ๊กซ์ตร้า บาร์บีคิว",60.0,3,9,12,2,20,12
"VFS1748","VFS","13.5857236300000004 "," 100.751151089999993","ภาคกลาง","VEND","มาม่า คัพ-ต้มยำกุ้งน้ำข้น",45.0,3,8,30,1,26,12
"VFE1578","VFE","13.6681385399999993 "," 100.486312609999999","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",30.0,3,18,7,6,31,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เอ็ม-150",30.0,3,11,29,1,19,12
"VFS1653","VFS","14.0780209599999999 "," 100.597308209999994","ภาคกลาง","VEND","มาม่า คัพ-หมูสับ",45.0,3,5,11,1,12,12
"VFE231","VFE","13.7121188499999995 "," 100.41789181","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",51.0,3,6,50,6,31,12
"VFE2482","VFE","13.8782596399999996 "," 100.578768049999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",39.0,3,2,9,5,30,12
"VFE1878","VFE","13.8329985999999998 "," 100.616575350000005","ภาคกลาง","VEND","คาราบาวแดง",33.0,3,10,57,4,22,12
"VFE1997","VFE","13.7813224699999992 "," 100.546923250000006","ภาคกลาง","VEND","ซีวิท-เลมอน",48.0,3,15,51,1,26,12
"VFE1997","VFE","13.7813224699999992 "," 100.546923250000006","ภาคกลาง","VEND","น้ำแร่มองต์เฟลอ",30.0,3,9,39,3,21,12
"VFE2437","VFE","13.3358510500000005 "," 100.968168480000003","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",36.0,3,13,33,3,14,12
"VFE2065","VFE","12.8801501799999993 "," 100.884887289999995","ภาคใต้","VEND","เบอร์ดี้โรบัสต้า",45.0,3,8,40,5,23,12
"VFE204","VFE","13.5985131700000004 "," 100.765915860000007","ภาคกลาง","VEND","เอ็ม-150",39.0,3,14,6,4,22,12
"VFE2323","VFE","13.8965445800000005 "," 100.451980579999997","ภาคกลาง","VEND","ซีวิท-เลมอน",48.0,3,11,36,3,14,12
"VFE170","VFE","12.9490443499999994 "," 100.891264309999997","ภาคใต้","VEND","เอสเพลย์-ครีมโซดา",42.0,3,22,24,5,30,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",27.0,3,11,57,4,29,12
"VFE790","VFE","13.7456930100000001 "," 100.539118860000002","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",30.0,3,10,53,3,14,12
"VFE1769","VFE","13.7118122499999995 "," 100.407931610000006","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",42.0,3,1,59,4,8,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","คาราบาวแดง",30.0,3,17,50,6,17,12
"VFE148","VFE","13.9470777199999993 "," 100.375932950000006","ภาคกลาง","VEND","เอส-โคล่า",33.0,3,14,6,0,11,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","เอ็ม-150",30.0,3,8,34,1,26,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",27.0,3,20,28,2,20,12
"VFE2401","VFE","13.7430346100000005 "," 100.615277359999993","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",45.0,3,11,42,1,26,12
"VFE2401","VFE","13.7430346100000005 "," 100.615277359999993","ภาคกลาง","VEND","เอ็ม-150",30.0,3,8,53,4,29,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","นิสชิน พรีเมี่ยมคัพ รสไก่เผ็ดเกาหลี",60.0,3,17,37,6,5,11
"VFE2170","VFE","13.7345498999999993 "," 100.581775230000005","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",36.0,3,2,59,0,25,12
"VFE106","VFE","13.5855447399999996 "," 100.751022980000002","ภาคกลาง","VEND","เอ็ม-150",36.0,3,10,55,6,31,12
"VFE217","VFE","13.6466736799999993 "," 100.418807700000002","ภาคกลาง","VEND","เป๊ปซี่-สลิม",45.0,3,20,50,5,30,12
"VFS1509","VFS","13.9322482300000008 "," 100.749161490000006","ภาคกลาง","VEND","เจเล่บิวตี้ แบล็คเคอเรนท์150ก.",30.0,3,8,15,2,20,12
"VFE2171","VFE","13.7342605300000002 "," 100.582070999999999","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",36.0,3,11,12,3,28,12
"VFE487","VFE","13.5839315099999993 "," 100.520515130000007","ภาคกลาง","VEND","เมจิกฟาร์ม -มะพร้าว",30.0,3,14,8,2,20,12
"VFE487","VFE","13.5839315099999993 "," 100.520515130000007","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",30.0,3,9,12,4,29,12
"VFE467","VFE","15.2326022400000003 "," 101.126088920000001","ภาคกลาง","VEND","เอส-โคล่า",36.0,3,11,37,6,24,12
"VFE1342","VFE","13.8161524700000005 "," 100.397507349999998","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",39.0,3,20,56,1,26,12
"VFE2024","VFE","13.7816940199999998 "," 100.545800439999994","ภาคกลาง","VEND","น้ำแร่มองต์เฟลอ",30.0,3,14,37,0,25,12
"VFE1693","VFE","13.8548901900000008 "," 100.680814670000004","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",36.0,3,15,14,6,31,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","เอ็ม-150",30.0,3,20,38,2,27,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",39.0,3,21,15,1,12,12
"VFE1953","VFE","13.9071830700000003 "," 100.613583599999998","ภาคกลาง","VEND","เป๊ปซี่-สลิม",42.0,3,12,43,1,26,12
"VFE2235","VFE","14.3544234900000003 "," 100.612017829999999","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",33.0,3,20,29,5,23,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","โคอะล่ามาร์ช-ช๊อกโกแล็ต",60.0,3,13,19,5,18,11
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",30.0,3,21,12,3,21,12
"VFE2165","VFE","13.7150587900000005 "," 100.484963680000007","ภาคกลาง","VEND","น้ำแร่ อุลตร้าแมน ขนาด 500ml.",30.0,3,14,49,4,22,12
"VFE489","VFE","13.5858002599999992 "," 100.751027759999999","ภาคกลาง","VEND","เอ็ม-150",30.0,3,5,8,4,29,12
"VFE770","VFE","13.6443500800000006 "," 100.714311440000003","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",45.0,3,8,30,5,16,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","คอนเน่",30.0,3,15,58,2,6,12
"VFE499","VFE","13.6913403599999999 "," 100.341278399999993","ภาคกลาง","VEND","เอ็ม-150",30.0,3,12,10,1,12,12
"VFE499","VFE","13.6913403599999999 "," 100.341278399999993","ภาคกลาง","VEND","611 เอ็มจอย ml. องุ่น",30.0,3,17,18,1,19,12
"VFE2171","VFE","13.7342605300000002 "," 100.582070999999999","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",33.0,3,14,42,5,30,12
"VFE1068","VFE","13.93594227 "," 100.454055370000006","ภาคกลาง","VEND","เอ็ม-150",30.0,3,12,15,6,24,12
"VFE1083","VFE","13.6854006500000001 "," 100.683887260000006","ภาคกลาง","VEND","เลมอนโซดา ตราสิงห์ ขนาด 330cc.",48.0,3,13,21,2,20,12
"VFE782","VFE","13.5856927200000008 "," 100.751064209999996","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",30.0,3,11,56,4,29,12
"VFE2275","VFE","13.8246446800000005 "," 100.410258440000007","ภาคกลาง","VEND","บิ๊กกรีนที",36.0,3,16,24,3,28,12
"VFE1457","VFE","13.7450273999999997 "," 100.545311799999993","ภาคกลาง","VEND","เนสกาแฟ -เอสเปรสโซ",51.0,3,9,27,6,31,12
"VFE513","VFE","13.4248222699999999 "," 101.004539080000001","ภาคกลาง","VEND","เป๊ปซี่-สลิม",45.0,3,16,13,2,20,12
"VFS1519","VFS","14.0731507899999997 "," 100.597741659999997","ภาคกลาง","VEND","โฟร์โมสต์โอเมก้า โยเกริต์พร้อมดื่ม รสส้ม",30.0,3,19,7,2,13,12
"VFS236","VFS","13.6470640200000002 "," 100.430412129999993","ภาคกลาง","VEND","ทาโร่โรล 2ม. รสบาร์บีคิว",45.0,3,14,19,4,22,12
"VFE2272","VFE","13.7523562600000009 "," 100.636460799999995","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",33.0,3,4,31,4,15,12
"VFE462","VFE","12.6925391399999992 "," 101.114426800000004","ภาคใต้","VEND","บิ๊กกรีนที",39.0,3,7,45,5,23,12
"VFS1519","VFS","14.0731507899999997 "," 100.597741659999997","ภาคกลาง","VEND","เจเล่บิวตี้ แบล็คเคอเรนท์150ก.",30.0,3,23,15,6,10,12
"VFE106","VFE","13.5855447399999996 "," 100.751022980000002","ภาคกลาง","VEND","แฟนต้า-แดง  (1x24)",30.0,2,11,6,0,11,12
"VFE2208","VFE","13.5856912800000007 "," 100.751035549999997","ภาคกลาง","VEND","น้ำดื่ม อุลตร้าแมน ขนาด ml.",18.0,2,17,12,5,25,11
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","โค้ก-ซีโร่ 245ml. (1x12)",26.0,2,19,18,6,17,12
"VFE691","VFE","13.8513872800000009 "," 100.860385640000004","ภาคกลาง","VEND","เอ็ม-150",20.0,2,5,55,1,19,12
"VFE705","VFE","13.6719766200000006 "," 100.414610289999999","ภาคกลาง","VEND","ชเวปส์",32.0,2,22,0,6,31,12
"VFE726","VFE","13.7047154599999992 "," 100.310834069999999","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",22.0,2,12,53,6,31,12
"VFE735","VFE","13.4122369799999994 "," 100.023038959999994","ภาคกลาง","VEND","ผลิตภัณฑ์นมจืด ตรา ว้าวว",10.0,2,20,24,1,26,12
"VFE752","VFE","13.6576857999999994 "," 100.499187689999999","ภาคกลาง","VEND","บิ๊กกรีนที น้ำผึ้งผสมมะนาว",22.0,2,12,53,6,31,12
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","เอส-โคล่า",22.0,2,20,22,4,22,12
"VFE753","VFE","13.9097378599999999 "," 100.382474830000007","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",22.0,2,18,41,4,22,12
"VFE1783","VFE","14.5363074099999992 "," 101.388251389999994","ภาคกลาง","VEND","ซีวิท-เลมอน",34.0,2,15,10,0,11,12
"VFE753","VFE","13.9097378599999999 "," 100.382474830000007","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",28.0,2,13,48,6,24,12
"VFE2212","VFE","13.7665395900000007 "," 100.568092890000003","ภาคกลาง","VEND","เบอร์ดี้โรบัสต้า",34.0,2,18,25,0,4,12
"VFE759","VFE","13.7673245699999995 "," 100.656284869999993","ภาคกลาง","VEND","บิ๊กกรีนที",22.0,2,18,30,3,14,12
"VFE1491","VFE","14.0389591399999993 "," 100.493530410000005","ภาคกลาง","VEND","โค้ก-สลิม (1x24)",26.0,2,15,16,0,25,12
"VFE759","VFE","13.7673245699999995 "," 100.656284869999993","ภาคกลาง","VEND","คาราบาวแดง",20.0,2,0,51,1,26,12
"VFE1793","VFE","13.8514069299999996 "," 100.530693940000006","ภาคกลาง","VEND","โวลต์-กาแฟอีนและซิงค์ 215 ml.",18.0,2,11,39,2,13,12
"VFE759","VFE","13.7673245699999995 "," 100.656284869999993","ภาคกลาง","VEND","เอส-โคล่า",24.0,2,13,51,0,18,12
"VFE2220","VFE","13.6707899000000008 "," 100.486397620000005","ภาคกลาง","VEND","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11",20.0,2,10,32,2,27,12
"VFE2221","VFE","13.5858292200000008 "," 100.751089359999995","ภาคกลาง","VEND","611 น้ำวิตามินซี (Six.Eleven)",24.0,2,11,55,0,4,12
"VFE759","VFE","13.7673245699999995 "," 100.656284869999993","ภาคกลาง","VEND","เนสกาแฟ - ลาเต้",32.0,2,7,15,2,20,12
"VFE1015","VFE","14.2341064300000006 "," 100.694199370000007","ภาคกลาง","VEND","คาราบาวแดง",20.0,2,9,14,2,20,12
"VFE759","VFE","13.7673245699999995 "," 100.656284869999993","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",24.0,2,22,24,5,23,12
"VFE1074","VFE","13.7201077100000006 "," 100.565742529999994","ภาคกลาง","VEND","เอสเพลย์-ครีมโซดา",22.0,2,12,17,3,21,12
"VFE1074","VFE","13.7201077100000006 "," 100.565742529999994","ภาคกลาง","VEND","เป๊ปซี่-สลิม",26.0,2,11,55,6,3,12
