"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC62357","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","13","45","4","20","10"
"VDC62369","0 "," 0","Offline","DTAC","Top up TELCO","30.00","1","8","40","1","19","12"
"VDC62478","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","1000.00","1","7","35","4","17","11"
"VDC62478","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","500.00","1","7","8","2","5","4"
"VDC62490","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","2000.00","1","8","27","4","18","8"
"VDC62578","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","200.00","1","17","30","3","5","1"
"VDC62656","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","400.00","1","11","26","2","18","1"
"VDC62704","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","15","31","6","17","12"
"VDC62711","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","15","18","2","20","12"
"VDC62726","13.554926666666665 "," 100.270515000000003","ภาคกลาง","AIS","Top up TELCO","20.00","1","19","12","3","22","6"
"VDC62727","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","200.00","1","22","5","3","28","9"
"VDC62738","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","21","29","5","14","1"
"VDC62777","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","18","3","4","17","3"
"VDC62797","0 "," 0","Offline","AIS","Top up TELCO","200.00","1","0","8","4","26","5"
"VDC62797","0 "," 0","Offline","AIS","Top up TELCO","200.00","1","23","45","0","5","6"
"VDC62801","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","18","13","5","4","3"
"VDC62801","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","17","7","2","17","5"
"VDC62801","0 "," 0","Offline","DTAC","Top up TELCO","20.00","1","18","25","3","27","4"
"VDC62801","0 "," 0","Offline","DTAC","Top up TELCO","20.00","1","17","1","1","15","8"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","53","3","21","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","10","34","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","10","35","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","10","44","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","19","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","22","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","25","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","27","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","29","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","0","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","7","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","8","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","11","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","13","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","17","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","23","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","40","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","41","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","43","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","45","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","50","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","53","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","55","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","56","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","59","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","9","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","13","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","19","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","21","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","26","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","13","31","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","17","5","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","17","35","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","17","46","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","17","49","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","18","17","5","23","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","54","1","26","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","26","1","26","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","5","30","2","27","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","7","57","2","27","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","7","59","2","27","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","11","47","2","27","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","16","2","27","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","20","3","28","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","22","3","28","12"
"VDC62801","0 "," 0","Offline","SBMDIPCHIP","SBMDIPCHIP","0.00","1","12","4","4","29","12"
"VDC62801","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET","20.00","1","12","46","6","21","5"
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO","30.00","1","7","51","0","11","9"
"VDC62801","0 "," 0","Offline","TRUE","Top up TELCO","10.00","1","16","34","2","13","12"
"VDC62811","0 "," 0","Offline","APLAY","APLAY","0.00","1","11","12","0","6","3"
"VDC62929","0 "," 0","Offline","DTAC","Top up TELCO","20.00","1","13","45","4","6","1"
"VDC63047","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","970.00","1","20","30","4","13","10"
"VDC63222","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","1000.00","1","11","26","1","4","4"
"VDC63222","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","200.00","1","8","10","1","27","6"
"VDC63271","0 "," 0","Offline","AIS","Top up TELCO","30.00","1","8","48","2","2","8"
"VDC63371","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","17","36","2","1","2"
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","17","20","4","3","2"
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","16","12","4","10","2"
"VDC63387","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","11","47","3","6","4"
"VDC63388","13.4527683000000007 "," 101.044264999999996","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","10","15","4","27","1"
"VDC63388","13.4527683000000007 "," 101.044264999999996","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","10","22","5","5","8"
"VDC63388","13.4527683000000007 "," 101.044264999999996","ภาคกลาง","SBMTOPUPWALLET","SBMTOPUPWALLET","20.00","1","10","20","4","27","1"
"VDC63388","13.4527683000000007 "," 101.044264999999996","ภาคกลาง","TMNTOPUP","Top up Wallet","45.00","1","10","20","4","27","1"
"VDC63404","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","7","24","2","12","7"
"VDC63408","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","11","15","4","27","10"
"VDC63408","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","500.00","1","7","28","3","7","12"
"VDC63408","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","200.00","1","11","58","5","23","12"
"VDC63408","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","100.00","1","16","18","5","30","12"
"VDC63502","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","15","17","6","17","12"
"VDC63607","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","200.00","1","12","21","5","23","9"
"VDC63607","0 "," 0","Offline","PEA","Bill Utility","459.78","1","16","22","2","15","2"
"VDC63728","0 "," 0","Offline","3BBONLINE","3BBONLINE","633.00","1","16","19","5","13","5"
"VDC63728","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","1000.00","1","15","45","6","19","2"
"VDC63728","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","300.00","1","13","13","4","10","3"
"VDC63906","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC63951","0 "," 0","Offline","TRUE","Top up TELCO","200.00","1","7","38","3","19","1"
"VDC63951","0 "," 0","Offline","TRUE","Top up TELCO","100.00","1","21","13","5","16","12"
"VDC64011","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","400.00","1","13","49","1","19","9"
"VDC64056","0 "," 0","Offline","AIS","Top up TELCO","200.00","1","14","33","3","9","11"
"VDC64183","0 "," 0","Offline","PWA","Bill Utility","97.58","1","18","27","1","17","1"
"VDC64260","0 "," 0","Offline","PEA","Bill Utility","124.55","1","10","10","2","15","2"
"VDC64383","0 "," 0","Offline","PEA","Bill Utility","245.98","1","9","21","0","23","1"
"VDC64383","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","14","8","0","5","6"
"VDC64396","0 "," 0","Offline","PEA","Bill Utility","238.20","1","17","5","4","24","3"
"VDC64429","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","200.00","1","20","6","1","7","2"
"VDC64456","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","23","23","5","17","6"
"VDC64513","0 "," 0","Offline","TRIPLETBB","Bill TELCO","631.00","1","21","41","4","20","1"
"VDC64516","0 "," 0","Offline","PWA","Bill Utility","97.58","1","8","36","5","14","1"
"VDC64516","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","100.00","1","9","23","5","7","1"
"VDC64525","6.60214666666666616 "," 100.872084999999998","ภาคตะวันออก","AIRPAYWALLET","Top up Wallet","180.00","1","13","26","1","14","11"
"VDC64525","6.60214666666666616 "," 100.872084999999998","ภาคตะวันออก","SCBDEPOSIT","Transfer to Bank","100.00","1","17","33","5","8","7"
"VDC64545","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","500.00","1","8","53","6","11","6"
"VDC64557","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank","1000.00","1","17","25","4","15","12"
"VDC64557","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","200.00","1","11","16","2","22","2"
"VDC64676","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","7","51","3","5","10"
"VDC64778","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","15","16","1","10","1"
"VDC64787","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC64812","0 "," 0","Offline","RABBITLINEPAY","Top up Wallet","100.00","1","7","21","1","12","9"
"VDC64812","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","12","0","0","23","10"
"VDC64830","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","500.00","1","13","44","6","13","8"
"VDC64835","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","7","21","3","26","10"
"VDC64838","0 "," 0","Offline","DTAC","Top up TELCO","20.00","1","10","35","2","1","11"
"VDC64838","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","9","50","1","18","7"
"VDC64839","0 "," 0","Offline","AIS","Top up TELCO","30.00","1","13","17","1","20","6"
"VDC64853","0 "," 0","Offline","TRUE","Top up TELCO","10.00","1","12","6","6","1","10"
"VDC64867","13.8504533333333324 "," 100.652258333333336","ภาคกลาง","TMNTOPUP","Top up Wallet","20.00","1","15","18","2","20","12"
"VDC64873","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","9","50","1","18","7"
"VDC64985","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","300.00","1","9","28","0","3","4"
"VDC65060","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","3","56","0","11","9"
"VDC65089","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","19","11","1","31","10"
"VDC65469","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","23","12","1","18","4"
"VDC65600","0 "," 0","Offline","PWA","Bill Utility","97.58","1","18","9","6","12","3"
"VDC65635","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank","500.00","1","8","22","5","18","2"
"VDC65635","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","100.00","1","7","22","2","22","3"
"VDC65635","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","200.00","1","14","47","4","17","2"
"VDC65780","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","20","43","1","2","5"
"VDC65828","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","11","53","4","22","12"
"VDC65830","13.4428233000000006 "," 101.034984899999998","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP","20.00","1","11","15","4","27","10"
"VDC65830","13.4428233000000006 "," 101.034984899999998","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP","100.00","1","11","58","5","23","12"
"VDC65830","13.4428233000000006 "," 101.034984899999998","ภาคกลาง","FOODCOURT_TOPUP","FOODCOURT_TOPUP","100.00","1","16","18","5","30","12"
"VDC65831","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","60.00","1","12","33","2","20","12"
"VDC65831","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP","40.00","1","11","58","5","23","12"
"VDC65835","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET","20.00","1","11","35","3","10","8"
"VDC66001","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","8","35","2","6","9"
"VDC66042","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","18","5","1","17","10"
"VDC66226","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","16","53","4","8","12"
"VDC66256","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC66519","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank","1000.00","1","10","29","1","19","12"
"VDC66708","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","10","34","3","16","11"
"VDC66728","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","18","43","0","5","6"
"VDC66801","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET","20.00","1","11","35","3","10","8"
"VDC66807","0 "," 0","Offline","TRUE","Top up TELCO","10.00","1","14","13","3","15","6"
"VDC66825","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","9","7","2","16","8"
"VDC66826","0 "," 0","Offline","RABBITLINEPAY","Top up Wallet","100.00","1","19","34","4","26","5"
"VDC66829","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","18","17","0","16","10"
"VDC66910","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","570.00","1","11","7","2","14","6"
"VDC66910","0 "," 0","Offline","TMNTOPUP","Top up Wallet","180.00","1","12","31","5","18","11"
"VDC66940","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","1000.00","1","14","57","1","1","8"
"VDC66996","0 "," 0","Offline","DTACPROSERM","Add Package","35.00","1","11","38","5","23","12"
"VDC67142","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","400.00","1","0","40","5","18","11"
"VDC67271","11.7433783333333324 "," 99.7897466666666588","ภาคเหนือ","TMNTOPUP","Top up Wallet","20.00","1","15","22","1","12","12"
"VDC67271","11.7433783333333324 "," 99.7897466666666588","ภาคเหนือ","TRUE","Top up TELCO","20.00","1","2","15","1","30","5"
"VDC67282","0 "," 0","Offline","GETFRIEND","GETFRIEND","1.00","1","22","22","1","6","6"
"VDC67290","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","14","33","3","26","10"
"VDC67313","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC67318","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","11","35","1","25","4"
"VDC67337","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC67366","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","100.00","1","15","3","1","25","4"
"VDC67366","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET","20.00","1","21","12","5","24","6"
"VDC67366","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","500.00","1","19","35","5","10","6"
"VDC67391","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","8","27","0","30","10"
"VDC67399","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","18","22","4","2","6"
"VDC67404","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC67418","0 "," 0","Offline","DTAC","Top up TELCO","100.00","1","17","53","3","28","12"
"VDC67523","0 "," 0","Offline","AIS","Top up TELCO","30.00","1","0","20","4","7","7"
"VDC67523","0 "," 0","Offline","TMNTOPUP","Top up Wallet","45.00","1","0","18","4","7","7"
"VDC67524","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank","100.00","1","20","10","2","27","12"
"VDC67560","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","1000.00","1","16","14","4","12","5"
"VDC67560","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","2000.00","1","18","10","5","13","5"
"VDC67560","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","1000.00","1","18","19","5","13","5"
"VDC67560","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank","1000.00","1","18","22","5","13","5"
"VDC67712","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","18","13","3","7","12"
"VDC67714","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","19","15","6","9","7"
"VDC67714","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank","2000.00","1","16","29","2","10","5"
"VDC67715","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","19","11","1","31","10"
"VDC67772","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC68242","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","16","49","3","27","7"
"VDC68293","0 "," 0","Offline","TMNTOPUP","Top up Wallet","180.00","1","22","7","0","11","12"
"VDC68472","0 "," 0","Offline","TMNTOPUP","Top up Wallet","20.00","1","11","21","6","31","12"
"VDC68525","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","20","25","4","15","12"
"VDC68527","0 "," 0","Offline","MYCAT","Top up TELCO","10.00","1","20","28","1","22","8"
"VDC68542","0 "," 0","Offline","AISBILL","Bill TELCO","705.86","1","19","34","2","23","8"
"VDC68547","0 "," 0","Offline","DTAC","Top up TELCO","20.00","1","19","40","3","7","12"
"VDC68606","0 "," 0","Offline","TMNTOPUP","Top up Wallet","90.00","1","12","27","5","5","8"
"VDC68610","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC68670","0 "," 0","Offline","AIS","Top up TELCO","20.00","1","19","11","1","31","10"
"VDC68670","0 "," 0","Offline","TMNTOPUP","Top up Wallet","180.00","1","9","39","5","5","8"
"VDC68755","0 "," 0","Offline","AIS","Top up TELCO","40.00","1","8","24","5","11","11"
"VDC68757","0 "," 0","Offline","AIS","Top up TELCO","10.00","1","7","53","5","2","9"
"VDC68791","0 "," 0","Offline","AIS","Top up TELCO","50.00","1","18","8","4","24","11"
"VDC68819","13.057498333333335 "," 99.9238200000000063","ภาคกลาง","AIS","Top up TELCO","100.00","1","19","11","1","31","10"
"VDC68825","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC68890","16.8027983333333317 "," 100.027344999999997","ภาคตะวันตก","AIS","Top up TELCO","20.00","1","12","42","6","24","12"
"VDC68917","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
"VDC68942","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank","100.00","1","12","52","5","26","8"
"VDC68948","0 "," 0","Offline","TRUE","Top up TELCO","20.00","1","13","18","0","31","7"
