"device","lat","lng","region","service","sub_service","sum_amount","count_amount","hour","minute","dofweek","day","month"
"VDC32678","0 "," 0","Offline","TMNTOPUP","Top up Wallet",150.0,4,17,26,4,29,12
"VDC48759","9.06238833333333282 "," 99.8358249999999856","ภาคตะวันออก","DTACPROSERM","Add Package",211.0,4,0,47,5,4,11
"VDC4364","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",5500.0,4,7,58,5,30,12
"AJT39659","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",3570.0,4,19,26,6,27,8
"VDC62478","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",3300.0,4,19,6,2,29,11
"VDC45711","0 "," 0","Offline","DTACPROSERM","Add Package",103.0,4,3,34,6,22,10
"VDC70178","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",80.0,4,2,30,2,25,10
"VDC47070","12.6000333333333323 "," 99.9418266666666568","ภาคเหนือ","TMNTOPUP","Top up Wallet",180.0,4,9,11,2,23,8
"VDC72862","0 "," 0","Offline","TRUE","Top up TELCO",140.0,4,14,3,3,21,12
"VDC36155","0 "," 0","Offline","AIS","Top up TELCO",60.0,4,13,9,2,27,12
"VDC40069","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",3500.0,4,20,31,2,27,12
"VDC45371","13.8739966666666685 "," 99.821425000000005","ภาคกลาง","TMNTOPUP","Top up Wallet",470.0,4,19,28,5,12,8
"VDC66637","0 "," 0","Offline","AIS","Top up TELCO",150.0,4,8,34,6,10,12
"VDC38792","0 "," 0","Offline","AIS","Top up TELCO",90.0,4,12,49,3,9,11
"VDC28165","0 "," 0","Offline","AIS","Top up TELCO",80.0,4,8,19,2,4,10
"VDC41778","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",80.0,4,19,42,4,27,10
"AJT9806","0 "," 0","Offline","TMNTOPUP","Top up Wallet",200.0,4,9,8,0,18,12
"VDC63951","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1900.0,4,14,50,3,8,6
"VDC29249","14.8499116666666655 "," 100.666518333333315","ภาคกลาง","DTACPROSERM","Add Package",208.0,4,20,37,6,10,12
"VDC45330","0 "," 0","Offline","TRUE","Top up TELCO",150.0,4,20,33,3,27,7
"VDC27364","8.36708166666666742 "," 98.7492650000000083","ภาคเหนือ","AIS","Top up TELCO",60.0,4,18,33,0,13,11
"VDC38733","16.0421750000000003 "," 101.19626333333332","ภาคกลาง","AISPROSERM","Add Package",143.0,4,8,16,2,27,9
"VDC56647","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1633.0,4,18,31,5,21,10
"VDC40384","0 "," 0","Offline","AIS","Top up TELCO",60.0,4,13,9,2,27,12
"VDC70300","0 "," 0","Offline","TMNTOPUP","Top up Wallet",200.0,4,17,36,1,26,12
"VDC69281","13.4030300000000011 "," 100.005499999999998","ภาคกลาง","AIS","Top up TELCO",70.0,4,13,18,2,8,11
"VDC35349","0 "," 0","Offline","AIS","Top up TELCO",150.0,4,16,50,6,22,10
"VDC30928","14.9267800000000008 "," 101.785403333333335","ภาคกลาง","TMNTOPUP","Top up Wallet",180.0,4,19,48,4,8,12
"VDC52216","16.0563149999999979 "," 101.131293333333332","ภาคกลาง","AIS","Top up TELCO",50.0,4,13,9,2,27,12
"VDC38617","0 "," 0","Offline","DTAC","Top up TELCO",270.0,4,18,44,1,30,5
"VDC44542","0 "," 0","Offline","TMNTOPUP","Top up Wallet",540.0,4,12,24,5,23,12
"VDC67936","0 "," 0","Offline","TMNTOPUP","Top up Wallet",560.0,4,19,24,5,23,12
"VDC61406","17.6537700000000015 "," 103.072726666666682","ภาคตะวันออกเฉียงเหนือ","KBANKDEPOSIT","Transfer to Bank",3440.0,4,16,1,3,30,11
"VDC32167","14.7839083333333328 "," 100.649698333333347","ภาคกลาง","AIS","Top up TELCO",120.0,4,1,24,3,21,9
"VDC61007","0 "," 0","Offline","DTAC","Top up TELCO",400.0,4,8,34,6,10,12
"VDC41778","0 "," 0","Offline","RABBITCARD-TOPUP","Top up Wallet",3500.0,4,16,17,2,20,12
"VDC60952","0 "," 0","Offline","3BBONLINE","3BBONLINE",2528.0,4,12,23,5,9,12
"VDC44372","18.1625983333333352 "," 103.373310000000004","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",130.0,4,19,22,5,2,12
"VDC36867","0 "," 0","Offline","AIS","Top up TELCO",110.0,4,22,42,5,4,11
"VDC48166","16.8017366666666668 "," 104.009896666666677","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",60.0,4,17,38,3,16,11
"AJT41301","0 "," 0","Offline","TMNTOPUP","Top up Wallet",360.0,4,13,6,2,22,2
"VDC48166","16.8017366666666668 "," 104.009896666666677","ภาคตะวันออกเฉียงเหนือ","KBANKDEPOSIT","Transfer to Bank",2800.0,4,19,58,6,24,12
"AJT13639","0 "," 0","Offline","AIS","Top up TELCO",140.0,4,16,49,2,22,3
"VDC30623","19.7405483333333329 "," 100.174909999999997","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",290.0,4,3,17,2,6,12
"VDC31483","0 "," 0","Offline","DTAC","Top up TELCO",250.0,4,17,39,5,5,8
"VDC38084","14.7888766666666651 "," 103.472466666666662","ภาคใต้","TMNTOPUP","Top up Wallet",105.0,4,1,50,6,19,2
"VDC38084","14.7888766666666651 "," 103.472466666666662","ภาคใต้","KBANKDEPOSIT","Transfer to Bank",1390.0,4,19,28,5,30,12
"VDC53234","0 "," 0","Offline","PEA","Bill Utility",1198.2,4,12,23,5,29,4
"VDC59329","0 "," 0","Offline","PWA","Bill Utility",560.04,4,10,5,3,9,3
"VDC43918","0 "," 0","Offline","PEA","Bill Utility",1015.05,4,18,3,5,5,8
"VDC53601","0 "," 0","Offline","PWA","Bill Utility",1245.48,4,9,43,1,12,9
"VDC537","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2100.0,4,18,16,5,18,2
"VDC69080","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",120.0,4,10,22,5,5,8
"VDC35685","0 "," 0","Offline","TMNTOPUP","Top up Wallet",425.0,4,19,43,4,18,8
"VDC357","14.0184575999999996 "," 100.526026099999996","ภาคกลาง","AIS","Top up TELCO",100.0,4,13,21,5,25,3
"VDC54451","0 "," 0","Offline","PEA","Bill Utility",2266.55,4,10,58,6,6,8
"VDC34362","16.4620833333333323 "," 101.297036666666671","ภาคกลาง","AIS","Top up TELCO",60.0,4,13,9,2,27,12
"VDC26685","0 "," 0","Offline","TMNTOPUP","Top up Wallet",175.0,4,2,44,0,18,12
"AJT24332","0 "," 0","Offline","TMNTOPUP","Top up Wallet",245.0,4,22,43,6,31,12
"VDC31483","0 "," 0","Offline","DTACPROSERM","Add Package",473.0,4,9,23,2,20,12
"VDC68988","0 "," 0","Offline","TMNTOPUP","Top up Wallet",310.0,4,3,7,6,26,11
"VDC64985","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",3750.0,4,19,31,3,6,4
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",80.0,4,15,45,5,4,2
"VDC71796","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",420.0,4,6,54,3,21,12
"VDC43931","0 "," 0","Offline","PEA","Bill Utility",2544.88,4,11,5,0,22,5
"VDC35740","15.2603400000000011 "," 102.222196666666662","ภาคกลาง","TMNTOPUP","Top up Wallet",290.0,4,18,40,5,2,12
"VDC30514","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1860.0,4,0,26,6,17,12
"VDC42341","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1258.0,4,13,40,4,29,12
"VDC68942","0 "," 0","Offline","TRUE","Top up TELCO",130.0,4,17,13,2,4,10
"VDC54767","0 "," 0","Offline","PEA","Bill Utility",1615.9,4,16,54,5,22,4
"VDC60058","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",2400.0,4,17,27,3,19,10
"VDC16013","0 "," 0","Offline","AIS","Top up TELCO",140.0,4,20,21,6,12,3
"VDC40729","0 "," 0","Offline","TRUE","Top up TELCO",160.0,4,0,22,1,7,2
"VDC41576","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",240.0,4,16,56,3,14,12
"AJT12020","0 "," 0","Offline","DTAC","Top up TELCO",470.0,4,6,39,1,2,5
"VDC64811","0 "," 0","Offline","TMNTOPUP","Top up Wallet",380.0,4,18,48,0,27,11
"VDC60058","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",2100.0,4,9,43,4,8,12
"VDC15115","0 "," 0","Offline","TMNTOPUP","Top up Wallet",80.0,4,15,17,3,28,12
"VDC59968","6.56159666666666652 "," 101.039584999999988","ภาคตะวันออก","PEA","Bill Utility",1743.35,4,8,32,2,11,10
"VDC64557","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",3800.0,4,11,55,3,7,12
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",400.0,4,18,7,2,11,10
"VDC42577","0 "," 0","Offline","AIS","Top up TELCO",480.0,4,6,43,0,25,12
"VDC58981","0 "," 0","Offline","PEA","Bill Utility",2763.56,4,11,12,2,6,12
"VDC35765","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1860.0,4,10,47,6,25,6
"VDC57549","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",1220.0,4,15,14,6,17,9
"VDC71226","0 "," 0","Offline","TMNTOPUP","Top up Wallet",220.0,4,12,43,6,31,12
"VDC8308","0 "," 0","Offline","AIS","Top up TELCO",110.0,4,8,3,5,23,12
"VDC71791","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",400.0,4,11,58,5,23,12
"VDC68727","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",720.0,4,18,45,4,15,12
"VDC63411","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",2600.0,4,7,28,3,7,12
"VDC44133","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",290.0,4,9,25,3,9,11
"VDC27336","0 "," 0","Offline","TRUE","Top up TELCO",160.0,4,17,7,4,1,12
"VDC58981","0 "," 0","Offline","AIS","Top up TELCO",80.0,4,12,42,0,6,3
"VDC64183","0 "," 0","Offline","AIS","Top up TELCO",240.0,4,12,14,0,24,7
"VDC15553","0 "," 0","Offline","TMNTOPUP","Top up Wallet",105.0,4,14,40,1,7,11
"VDC48292","0 "," 0","Offline","AIS","Top up TELCO",190.0,4,16,47,0,25,12
"VDC36850","0 "," 0","Offline","AIS","Top up TELCO",150.0,4,23,0,1,14,11
"VDC69992","0 "," 0","Offline","AIS","Top up TELCO",60.0,4,18,33,5,30,12
"VDC32753","13.337023333333331 "," 101.118489999999994","ภาคกลาง","AISPROSERM","Add Package",171.0,4,14,11,4,25,8
"VDC43627","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",960.0,4,23,40,5,29,4
"AJT45049","0 "," 0","Offline","AIS","Top up TELCO",170.0,4,10,37,3,28,12
"VDC63505","0 "," 0","Offline","TRUE","Top up TELCO",220.0,4,12,42,4,29,9
"VDC15115","0 "," 0","Offline","AIS","Top up TELCO",370.0,4,16,11,3,14,12
"VDC69936","0 "," 0","Offline","TMNTOPUP","Top up Wallet",175.0,4,14,43,6,24,12
"VDC39219","8.10798666666666712 "," 98.937106666666665","ภาคเหนือ","TMNTOPUP","Top up Wallet",130.0,4,12,46,0,2,10
"VDC46941","0 "," 0","Offline","TRUE","Top up TELCO",200.0,4,8,12,0,7,8
"VDC28886","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",2870.0,4,16,30,5,23,12
"VDC51380","0 "," 0","Offline","TRUE","Top up TELCO",40.0,4,20,49,0,19,6
"VDC28886","0 "," 0","Offline","TMNTOPUP","Top up Wallet",220.0,4,11,48,2,29,3
"VDC28886","0 "," 0","Offline","TMNTOPUP","Top up Wallet",425.0,4,16,38,1,6,6
"VDC28936","0 "," 0","Offline","TMNTOPUP","Top up Wallet",80.0,4,22,19,6,17,9
"VDC68516","0 "," 0","Offline","TMNTOPUP","Top up Wallet",180.0,4,8,26,4,21,7
"VDC38932","14.8154616666666659 "," 100.68886333333333","ภาคกลาง","KTBDEPOSIT","Transfer to Bank",670.0,4,14,17,6,16,4
"VDC36383","16.040770000000002 "," 101.193033333333332","ภาคกลาง","AIS","Top up TELCO",70.0,4,13,9,2,27,12
"VDC27161","0 "," 0","Offline","DTAC","Top up TELCO",350.0,4,0,15,2,16,8
"VDC28977","0 "," 0","Offline","TMNTOPUP","Top up Wallet",80.0,4,13,27,3,13,7
"VDC32713","15.2020366666666664 "," 102.071584999999985","ภาคกลาง","KTBDEPOSIT","Transfer to Bank",1582.0,4,8,43,3,12,10
"VDC50230","0 "," 0","Offline","TMNTOPUP","Top up Wallet",335.0,4,11,46,5,30,12
"VDC350","13.7690848999999993 "," 100.6438232","ภาคกลาง","KBANKDEPOSIT","Transfer to Bank",600.0,4,20,27,1,10,10
"VDC62522","0 "," 0","Offline","AIS","Top up TELCO",100.0,4,9,32,1,10,10
"VDC43472","0 "," 0","Offline","TMNTOPUP","Top up Wallet",220.0,4,14,35,1,5,12
"VDC50837","0 "," 0","Offline","AIS","Top up TELCO",90.0,3,19,53,2,4,10
"VDC33336","0 "," 0","Offline","TMNTOPUP","Top up Wallet",200.0,3,0,7,3,3,8
"VDC47260","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,8,38,3,7,12
"VDC47440","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,18,53,0,4,12
"VDC47535","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,7,4,0,4,12
"VDC47821","0 "," 0","Offline","AISPROSERM","Add Package",113.0,3,15,53,4,13,1
"VDC33421","15.9673483333333319 "," 99.9978566666666637","ภาคกลาง","PEA","Bill Utility",2466.85,3,15,37,4,3,11
"VDC48075","0 "," 0","Offline","AIS","Top up TELCO",50.0,3,19,26,5,11,11
"VDC48282","14.0263883333333332 "," 99.5444866666666712","ภาคกลาง","AIS","Top up TELCO",240.0,3,8,51,0,13,11
"VDC48342","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",600.0,3,13,57,4,29,9
"VDC48358","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",2300.0,3,20,31,2,27,12
"VDC33512","13.6871599999999987 "," 100.700389999999999","ภาคกลาง","TMNTOPUP","Top up Wallet",225.0,3,0,28,0,20,2
"VDC33613","0 "," 0","Offline","DTAC","Top up TELCO",50.0,3,5,39,2,8,11
"VDC48706","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",130.0,3,9,25,3,9,11
"AJT1892","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",482.0,3,13,40,4,29,12
"VDC48883","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,19,55,1,25,7
"VDC27184","0 "," 0","Offline","TRUE","Top up TELCO",130.0,3,13,53,3,30,11
"VDC34366","16.8916033333333324 "," 101.227853333333343","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",220.0,3,14,5,4,8,12
"VDC34396","0 "," 0","Offline","AIS","Top up TELCO",40.0,3,13,9,2,27,12
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",1100.0,3,10,2,5,7,10
"VDC34802","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,16,46,4,10,11
"VDC49591","15.2227583333333349 "," 104.323726666666673","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",410.0,3,12,21,1,5,9
"VDC49640","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,3,18,40,5,2,12
"VDC27233","16.4210899999999995 "," 102.809963333333329","ภาคกลาง","AIS","Top up TELCO",60.0,3,7,43,4,25,8
"VDC49682","14.7464983333333333 "," 98.6330266666666517","ภาคเหนือ","AIS","Top up TELCO",120.0,3,13,59,3,28,12
"VDC49682","14.7464983333333333 "," 98.6330266666666517","ภาคเหนือ","TMNTOPUP","Top up Wallet",270.0,3,20,36,6,31,12
"VDC49735","0 "," 0","Offline","TRUE","Top up TELCO",260.0,3,5,30,6,27,8
"VDC35141","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,18,12,0,6,11
"VDC50701","0 "," 0","Offline","TRUE","Top up TELCO",900.0,3,13,9,4,10,2
"VDC50837","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,20,52,2,5,4
"VDC35226","0 "," 0","Offline","AIS","Top up TELCO",60.0,3,18,9,2,22,11
"VDC35263","0 "," 0","Offline","TMNTOPUP","Top up Wallet",245.0,3,10,20,0,19,6
"AJT46741","0 "," 0","Offline","TMNTOPUP","Top up Wallet",85.0,3,8,9,1,7,11
"VDC51508","0 "," 0","Offline","AIS","Top up TELCO",100.0,3,16,47,0,25,12
"VDC51676","14.0116399999999999 "," 99.547923333333344","ภาคกลาง","AISPROSERM","Add Package",63.0,3,9,52,6,19,2
"VDC15115","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",60.0,3,9,23,1,26,12
"VDC51969","0 "," 0","Offline","PEA","Bill Utility",913.83,3,7,11,6,26,2
"VDC52138","18.7072883333333344 "," 100.764410000000012","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",60.0,3,19,34,1,20,6
"VDC52189","0 "," 0","Offline","AIS","Top up TELCO",50.0,3,13,9,2,27,12
"VDC52196","0 "," 0","Offline","AIS","Top up TELCO",30.0,3,13,9,2,27,12
"VDC35340","0 "," 0","Offline","AIS","Top up TELCO",70.0,3,10,1,0,25,12
"VDC27271","15.2788816666666669 "," 103.279541666666645","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",290.0,3,22,48,5,15,7
"VDC52453","0 "," 0","Offline","PWA","Bill Utility",364.44,3,11,43,4,10,2
"VDC52514","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1200.0,3,20,31,2,27,12
"VDC27298","13.0369650000000021 "," 101.126683333333347","ภาคกลาง","DTAC","Top up TELCO",330.0,3,11,8,2,25,10
"VDC52810","0 "," 0","Offline","DTAC","Top up TELCO",120.0,3,15,44,2,15,2
"VDC53111","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,12,48,6,26,11
"VDC35492","0 "," 0","Offline","TMNTOPUP","Top up Wallet",110.0,3,13,35,2,19,7
"VDC355","13.9461539999999999 "," 100.641971900000001","ภาคกลาง","AIS","Top up TELCO",50.0,3,14,43,4,29,12
"VDC35685","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1080.0,3,17,34,6,24,12
"VDC35740","15.2603400000000011 "," 102.222196666666662","ภาคกลาง","TRUE","Top up TELCO",70.0,3,16,54,2,26,7
"VDC35765","0 "," 0","Offline","TRUE","Top up TELCO",50.0,3,15,41,4,15,9
"VDC55209","0 "," 0","Offline","PEA","Bill Utility",2781.46,3,7,31,2,15,3
"VDC55536","0 "," 0","Offline","AIS","Top up TELCO",70.0,3,20,28,5,9,9
"VDC56000","15.9822049999999987 "," 103.650549999999996","ภาคตะวันออกเฉียงเหนือ","PEA","Bill Utility",4883.7,3,9,37,2,29,3
"VDC35976","9.12822666666666649 "," 99.3080599999999976","ภาคเหนือ","TMNTOPUP","Top up Wallet",130.0,3,19,56,1,4,7
"VDC56104","0 "," 0","Offline","TMNTOPUP","Top up Wallet",130.0,3,8,14,1,5,12
"VDC5633","17.6916416666666656 "," 103.257788333333338","ภาคตะวันออกเฉียงเหนือ","TRUE","Top up TELCO",170.0,3,18,3,6,23,4
"AJT52626","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,9,11,2,23,8
"VDC57210","0 "," 0","Offline","PEA","Bill Utility",976.13,3,16,50,5,9,12
"VDC57359","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1800.0,3,15,13,2,3,5
"VDC57549","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",680.0,3,5,30,4,25,8
"AJT54808","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,3,19,10,5,23,12
"VDC58787","0 "," 0","Offline","AIS","Top up TELCO",110.0,3,13,31,4,21,7
"VDC36873","13.8100766666666654 "," 100.59584333333332","ภาคกลาง","AIS","Top up TELCO",600.0,3,19,2,0,7,8
"VDC27844","13.8386300000000002 "," 100.582366666666658","ภาคกลาง","AIS","Top up TELCO",60.0,3,10,49,6,2,7
"VDC36912","13.8505499999999984 "," 100.866545000000016","ภาคกลาง","DTAC","Top up TELCO",40.0,3,22,4,3,6,7
"VDC59968","6.56159666666666652 "," 101.039584999999988","ภาคตะวันออก","KTBDEPOSIT","Transfer to Bank",105.0,3,15,38,3,3,8
"VDC37621","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,23,29,0,11,12
"VDC60058","0 "," 0","Offline","BAYDEPOSIT","Transfer to Bank",3000.0,3,9,36,2,22,11
"VDC60058","0 "," 0","Offline","GSBDEPOSITONLINE","Transfer to Bank",1300.0,3,12,27,6,15,10
"VDC27995","0 "," 0","Offline","KTBDEPOSIT","Transfer to Bank",340.0,3,21,2,3,2,3
"VDC37681","0 "," 0","Offline","AIS","Top up TELCO",40.0,3,13,9,2,27,12
"VDC60110","0 "," 0","Offline","AIS","Top up TELCO",160.0,3,16,47,0,25,12
"VDC28026","13.7813500000000015 "," 100.795401666666663","ภาคกลาง","AIS","Top up TELCO",320.0,3,9,40,4,12,5
"VDC37850","15.9844083333333327 "," 101.062685000000002","ภาคกลาง","AIS","Top up TELCO",60.0,3,0,50,6,26,2
"VDC60478","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",610.0,3,16,14,1,19,9
"AJT56195","0 "," 0","Offline","TMNTOPUP","Top up Wallet",220.0,3,19,53,2,20,12
"VDC38355","0 "," 0","Offline","TMNTOPUP","Top up Wallet",315.0,3,19,10,5,23,12
"VDC38379","0 "," 0","Offline","AIS","Top up TELCO",100.0,3,18,45,0,6,11
"VDC60826","0 "," 0","Offline","TRUE","Top up TELCO",160.0,3,6,29,0,9,10
"VDC38524","13.3909333333333311 "," 100.027393333333322","ภาคกลาง","SBMTOPUPWALLET","SBMTOPUPWALLET",60.0,3,7,27,4,22,12
"VDC61395","15.1500149999999998 "," 103.541213333333332","ภาคตะวันออกเฉียงเหนือ","AIS","Top up TELCO",60.0,3,13,0,1,17,10
"VDC62490","0 "," 0","Offline","AISBILL","Bill TELCO",1932.55,3,6,59,3,12,10
"VDC62490","0 "," 0","Offline","SCBDEPOSIT","Transfer to Bank",1500.0,3,12,25,0,18,9
"VDC62578","0 "," 0","Offline","TMNTOPUP","Top up Wallet",220.0,3,18,24,2,13,9
"VDC62656","0 "," 0","Offline","BAACDEPOSIT","Transfer to Bank",510.0,3,16,8,1,10,10
"VDC28295","14.3370949999999997 "," 100.558610000000016","ภาคกลาง","KTBDEPOSIT","Transfer to Bank",1080.0,3,10,52,3,14,9
"VDC38938","0 "," 0","Offline","AIS","Top up TELCO",60.0,3,13,9,2,27,12
"VDC28433","14.46401 "," 100.138220000000004","ภาคกลาง","TMNTOPUP","Top up Wallet",130.0,3,18,22,0,18,12
"VDC62801","0 "," 0","Offline","AIS","Top up TELCO",340.0,3,13,16,1,9,5
"VDC62801","0 "," 0","Offline","AIS","Top up TELCO",300.0,3,13,44,1,19,12
"VDC28886","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",500.0,3,8,36,0,25,12
"VDC29184","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,19,56,5,23,12
"VDC29534","15.3233599999999992 "," 103.285288333333327","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",360.0,3,15,31,6,17,12
"VDC62904","0 "," 0","Offline","AIS","Top up TELCO",100.0,3,12,3,3,23,11
"VDC29560","17.3994466666666661 "," 102.765631666666678","ภาคตะวันออกเฉียงเหนือ","TMNTOPUP","Top up Wallet",60.0,3,17,25,6,24,12
"VDC15117","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,15,17,3,28,12
"VDC63047","0 "," 0","Offline","PEA","Bill Utility",1700.78,3,10,35,2,28,6
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",60.0,3,17,0,2,1,2
"VDC29716","13.9342383333333331 "," 100.761083333333346","ภาคกลาง","TRUE","Top up TELCO",160.0,3,19,53,2,16,8
"VDC63377","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",60.0,3,19,48,5,4,11
"VDC63411","0 "," 0","Offline","FOODCOURT_TOPUP","FOODCOURT_TOPUP",1120.0,3,16,18,5,30,12
"VDC63502","0 "," 0","Offline","AIS","Top up TELCO",200.0,3,9,23,2,22,2
"VDC63542","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",1400.0,3,18,29,6,1,10
"VDC41045","0 "," 0","Offline","TRUEONLINE","Bill TELCO",959.0,3,13,46,2,28,6
"VDC29746","13.818014999999999 "," 100.591368333333321","ภาคกลาง","AIS","Top up TELCO",50.0,3,0,15,3,6,7
"VDC4129","0 "," 0","Offline","AIS","Top up TELCO",100.0,3,12,31,1,5,12
"VDC15275","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,19,45,4,29,12
"VDC15402","0 "," 0","Offline","AIS","Top up TELCO",80.0,3,18,11,3,27,4
"VDC15402","0 "," 0","Offline","KBANKDEPOSIT","Transfer to Bank",2470.0,3,11,18,0,4,12
"VDC64513","0 "," 0","Offline","3BBONLINE","3BBONLINE",1895.0,3,21,9,1,25,4
"VDC15402","0 "," 0","Offline","TMNTOPUP","Top up Wallet",60.0,3,21,24,6,28,5
"VDC64525","6.60214666666666616 "," 100.872084999999998","ภาคตะวันออก","AIS","Top up TELCO",50.0,3,21,7,0,4,9
"VDC64545","0 "," 0","Offline","PWA","Bill Utility",322.28,3,7,35,6,14,5
"VDC64557","0 "," 0","Offline","AIS","Top up TELCO",110.0,3,20,6,3,24,8
"VDC64557","0 "," 0","Offline","GSBDEPOSIT","Transfer to Bank",800.0,3,7,13,1,23,5
"VDC30362","0 "," 0","Offline","AIS","Top up TELCO",50.0,3,13,9,2,27,12
"VDC41576","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",60.0,3,17,44,4,22,12
"VDC65133","0 "," 0","Offline","AIS","Top up TELCO",60.0,3,22,5,3,29,6
"VDC65463","0 "," 0","Offline","TMNTOPUP","Top up Wallet",405.0,3,17,17,5,30,12
"VDC65600","0 "," 0","Offline","PEA","Bill Utility",1891.71,3,7,15,1,28,2
"VDC65635","0 "," 0","Offline","PEA","Bill Utility",1073.95,3,7,35,1,18,4
"VDC30765","0 "," 0","Offline","AIS","Top up TELCO",60.0,3,13,9,2,27,12
"VDC66118","0 "," 0","Offline","AISPROSERM","Add Package",168.0,3,5,44,6,8,10
"VDC66535","0 "," 0","Offline","TMNTOPUP","Top up Wallet",155.0,3,17,26,4,29,12
"VDC66637","0 "," 0","Offline","TMNTOPUP","Top up Wallet",225.0,3,16,35,2,27,12
"VDC41778","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",60.0,3,17,27,2,15,11
"VDC66787","0 "," 0","Offline","PEA","Bill Utility",706.79,3,12,42,4,8,12
"VDC41778","0 "," 0","Offline","SBMTOPUPWALLET","SBMTOPUPWALLET",170.0,3,9,46,2,13,12
"VDC67080","0 "," 0","Offline","AIRPAYWALLET","Top up Wallet",110.0,3,15,53,5,27,5
