device,lat,lng,region,service,sub_service,sum_amount,count_amount,hour,minute,dofweek,day,month,No
sbm15375,NULL,NULL,NULL,debit,debit,153,9,13,32,1,20,6,3835
sbm52560,NULL,NULL,NULL,topup,topup,835,9,16,8,0,30,10,3836
sbm50035,NULL,NULL,NULL,debit,debit,21110,9,11,39,1,21,11,3837
sbm51919,NULL,NULL,NULL,dvcashin,dvcashin,873,9,14,5,5,16,12,3838
sbm43152,NULL,NULL,NULL,credit,payrolltopup,1900,9,17,6,2,4,10,3839
sbm35296,NULL,NULL,NULL,credit,payrolltopup,1800,9,16,53,4,29,12,3840
sbm43163,NULL,NULL,NULL,credit,payrolltopup,1900,9,17,6,2,4,10,3841
sbm63650,NULL,NULL,NULL,debit,topup_bank,4500,9,19,36,4,6,10,3842
sbm50035,NULL,NULL,NULL,topup,topup,21184,9,11,39,1,21,11,3843
sbm68936,NULL,NULL,NULL,debit,debit,109,9,19,57,0,6,11,3844
sbm52686,NULL,NULL,NULL,credit,payrolltopup,1800,9,15,45,4,29,12,3845
sbm50035,NULL,NULL,NULL,topupfee,topupfee,74,9,11,39,1,21,11,3846
sbm58784,NULL,NULL,NULL,debit,transfer_bank_scbpayment,14000,9,23,59,3,7,12,3847
sbm347,NULL,NULL,NULL,debit,payment,366,9,17,12,4,8,12,3848
sbm43153,NULL,NULL,NULL,credit,payrolltopup,2800,9,17,6,2,4,10,3849
sbm49580,NULL,NULL,NULL,debit,transfer_bankscb,18000,9,0,24,2,25,10,3850
sbm264,NULL,NULL,NULL,debit,dry_sabuywash,280,9,17,12,2,6,12,3851
sbm51138,NULL,NULL,NULL,credit,payrolltopup,1900,9,17,6,2,4,10,3852
sbm553,NULL,NULL,NULL,debit,debit,81,9,8,19,2,27,9,3853
sbm61613,NULL,NULL,NULL,transferin,transferin,850,9,9,1,0,23,10,3854
sbm51816,NULL,NULL,NULL,credit,payrolltopup,1800,9,9,34,3,28,12,3855
sbm43154,NULL,NULL,NULL,credit,payrolltopup,1900,9,17,6,2,4,10,3856
sbm45638,NULL,NULL,NULL,credit,payrolltopup,800,8,17,6,2,4,10,3857
sbm40803,NULL,NULL,NULL,dvcashin,dvcashin,698.05,8,12,52,5,30,12,3858
sbm344,NULL,NULL,NULL,credit,promotion,40,8,16,2,5,23,12,3859
sbm54349,NULL,NULL,NULL,credit,payrolltopup,800,8,11,54,5,28,10,3860
sbm43306,NULL,NULL,NULL,transferout,transferout,1111,8,13,36,1,3,10,3861
sbm408,NULL,NULL,NULL,debit,debit,90,8,8,7,3,23,3,3862
sbm57,NULL,NULL,NULL,transferin,transferin,584,8,11,22,4,15,9,3863
sbm81,NULL,NULL,NULL,transferout,transferout,1094,8,10,21,5,7,10,3864
sbm42725,NULL,NULL,NULL,credit,payrolltopup,3600,8,9,49,3,29,6,3865
sbm58727,NULL,NULL,NULL,debit,debit,83,8,9,33,3,1,6,3866
sbm94,NULL,NULL,NULL,transferout,transferout,2566,8,16,56,1,21,3,3867
sbm56998,NULL,NULL,NULL,topup,topup,586,8,12,57,4,20,10,3868
sbm44962,NULL,NULL,NULL,credit,payrolltopup,3600,8,8,49,4,30,6,3869
sbm10973,NULL,NULL,NULL,dvcashin,dvcashin,991,8,13,17,5,25,2,3870
sbm60086,NULL,NULL,NULL,debit,debit,103,8,14,16,2,14,6,3871
sbm58109,NULL,NULL,NULL,credit,payrolltopup,800,8,16,54,4,29,12,3872
sbm171,NULL,NULL,NULL,transferout,transferout,363,8,14,27,3,17,8,3873
sbm66071,NULL,NULL,NULL,debit,transfer_bankscb,16000,8,13,58,2,25,10,3874
sbm126,NULL,NULL,NULL,debit,topup_bank,3631,8,22,21,4,7,7,3875
sbm292,NULL,NULL,NULL,debit,debit,71,8,11,17,6,18,6,3876
sbm56890,NULL,NULL,NULL,topup,topup,750,8,8,51,5,16,9,3877
sbm317,NULL,NULL,NULL,transferout,transferout,388,8,19,48,2,5,7,3878
sbm51320,NULL,NULL,NULL,transferin,transferin,3300,8,9,10,5,14,10,3879
sbm56890,NULL,NULL,NULL,debit,debit,750,8,8,52,5,16,9,3880
sbm354,NULL,NULL,NULL,transferout,transferout,2510,8,16,10,5,28,10,3881
sbm63301,NULL,NULL,NULL,transferin,transferin,1998,8,7,26,5,26,8,3882
sbm454,NULL,NULL,NULL,transferout,transferout,7295,8,13,12,3,10,8,3883
sbm58108,NULL,NULL,NULL,credit,payrolltopup,800,8,16,54,4,29,12,3884
sbm7257,NULL,NULL,NULL,debit,topup_bank,370,8,9,6,2,24,5,3885
sbm42764,NULL,NULL,NULL,credit,topup_kbanktopup,690,8,18,53,2,27,12,3886
sbm366,NULL,NULL,NULL,credit,payrolltopup,3600,8,8,49,4,30,6,3887
sbm9810,NULL,NULL,NULL,topup,topup,80000,8,6,30,5,25,11,3888
sbm56877,NULL,NULL,NULL,debit,debit,96,8,22,34,3,16,11,3889
sbm45637,NULL,NULL,NULL,debit,debit,87,8,15,18,0,5,6,3890
sbm59446,NULL,NULL,NULL,debit,transfer_bankscb,13300,8,11,53,0,23,10,3891
sbm320,NULL,NULL,NULL,credit,payrolltopup,3600,8,8,49,4,30,6,3892
sbm9810,NULL,NULL,NULL,topupfee,topupfee,96,8,6,30,5,25,11,3893
sbm68097,NULL,NULL,NULL,debit,topup_bank,16000,8,9,14,4,6,10,3894
sbm42707,NULL,NULL,NULL,credit,topup_kbanktopup,1450,8,5,55,1,26,12,3895
sbm369,NULL,NULL,NULL,transferout,transferout,471,8,18,54,1,25,4,3896
sbm59796,NULL,NULL,NULL,credit,promotion,85,8,15,57,2,6,12,3897
sbm58212,NULL,NULL,NULL,fee,fee,120,8,11,40,4,1,9,3898
sbm56798,NULL,NULL,NULL,debit,topup_bank,14000,8,8,4,4,6,10,3899
sbm35022,NULL,NULL,NULL,credit,promotion,40,8,16,13,5,30,12,3900
sbm46030,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,590,8,7,58,5,30,12,3901
sbm46035,NULL,NULL,NULL,credit,payrolltopup,800,8,9,34,3,28,12,3902
sbm46035,NULL,NULL,NULL,topup,topup,2100,8,7,30,2,11,10,3903
sbm848,NULL,NULL,NULL,debit,debit,234,8,19,19,4,22,12,3904
sbm59467,NULL,NULL,NULL,debit,debit,96,8,18,7,0,19,6,3905
sbm289,NULL,NULL,NULL,topup,topup,15000,8,9,48,1,3,10,3906
sbm68063,NULL,NULL,NULL,credit,topup_scb,800,8,0,4,5,7,10,3907
sbm136,NULL,NULL,NULL,debit,debit,79,8,10,8,2,13,12,3908
sbm57657,NULL,NULL,NULL,debit,transfer_bankscb,15910,8,13,43,2,18,10,3909
sbm539,NULL,NULL,NULL,credit,payrolltopup,4200,8,8,48,4,30,6,3910
sbm39791,NULL,NULL,NULL,topup,topup,780,8,9,26,6,10,9,3911
sbm46347,NULL,NULL,NULL,credit,feecommission,19,8,8,21,2,13,9,3912
sbm9810,NULL,NULL,NULL,debit,debit,79904,8,6,30,5,25,11,3913
sbm68867,NULL,NULL,NULL,debit,topup_bank,16000,8,22,32,3,5,10,3914
sbm637,NULL,NULL,NULL,debit,topup_bank,448,8,19,53,4,1,9,3915
sbm44181,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,1996,8,15,57,1,5,9,3916
sbm65654,NULL,NULL,NULL,credit,commission,109.45,8,17,34,6,17,12,3917
sbm46520,NULL,NULL,NULL,dvcashin,dvcashin,1182.96,8,12,53,0,20,11,3918
sbm58965,NULL,NULL,NULL,debit,debit,188,8,15,26,6,26,11,3919
sbm57727,NULL,NULL,NULL,debit,debit,99,8,17,10,5,22,4,3920
sbm182,NULL,NULL,NULL,debit,topup_bank,7960,8,17,44,5,20,5,3921
sbm205,NULL,NULL,NULL,transferout,transferout,2414,8,12,19,1,11,4,3922
sbm39763,NULL,NULL,NULL,credit,payrolltopup,3000,8,9,49,3,29,6,3923
sbm49189,NULL,NULL,NULL,debit,topup_bank,2400,8,21,16,5,30,9,3924
sbm57955,NULL,NULL,NULL,credit,topup_kbanktopup,320,8,16,23,4,22,12,3925
sbm52560,NULL,NULL,NULL,credit,promotion,40,8,16,52,1,31,10,3926
sbm47,NULL,NULL,NULL,credit,payrolltopup,1200,8,16,53,4,29,12,3927
sbm58252,NULL,NULL,NULL,topup,topup,790,8,20,9,0,11,9,3928
sbm54009,NULL,NULL,NULL,credit,payrolltopup,1200,8,9,15,1,31,10,3929
sbm37042,NULL,NULL,NULL,topup,topup,908,8,22,37,5,9,9,3930
sbm59011,NULL,NULL,NULL,credit,payrolltopup,1600,8,16,54,4,29,12,3931
sbm47204,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,620,8,11,49,4,15,12,3932
sbm51552,NULL,NULL,NULL,debit,debit,84,8,13,36,2,7,6,3933
sbm59014,NULL,NULL,NULL,credit,payrolltopup,1600,8,9,34,3,28,12,3934
sbm59069,NULL,NULL,NULL,credit,payrolltopup,1600,8,16,53,4,29,12,3935
sbm610,NULL,NULL,NULL,transferout,transferout,167,8,13,33,4,30,6,3936
sbm52332,NULL,NULL,NULL,credit,commission,27.3,8,8,24,4,9,6,3937
sbm37755,NULL,NULL,NULL,debit,topup_bank,8000,8,12,4,1,11,7,3938
sbm68940,NULL,NULL,NULL,debit,topup_bank,8000,8,0,37,4,6,10,3939
sbm81,NULL,NULL,NULL,debit,topup_bank,7353,8,9,43,2,27,9,3940
sbm56642,NULL,NULL,NULL,debit,topup_bank,9800,8,13,24,1,3,10,3941
sbm61,NULL,NULL,NULL,debit,topup_bank,6375,8,18,31,0,18,9,3942
sbm47656,NULL,NULL,NULL,credit,commission,30.8,8,11,27,5,28,10,3943
sbm66977,NULL,NULL,NULL,topupfee,topupfee,56,8,10,23,0,25,12,3944
sbm66977,NULL,NULL,NULL,topup,topup,41479,8,10,23,0,25,12,3945
sbm480,NULL,NULL,NULL,debit,transfer_bankscb,3591,8,17,21,6,8,10,3946
sbm59461,NULL,NULL,NULL,debit,transfer_bankscb,13660,8,19,6,0,23,10,3947
sbm60976,NULL,NULL,NULL,debit,transfer_bankscb,16000,8,20,34,2,25,10,3948
sbm39,NULL,NULL,NULL,credit,promotion,40,8,11,29,1,28,2,3949
sbm52288,NULL,NULL,NULL,credit,payrolltopup,800,8,17,6,2,4,10,3950
sbm58394,NULL,NULL,NULL,credit,payrolltopup,1200,8,15,45,4,29,12,3951
sbm48113,NULL,NULL,NULL,debit,transfer_bankscb,1750,8,19,29,1,17,10,3952
sbm59169,NULL,NULL,NULL,credit,payrolltopup,800,8,16,54,4,29,12,3953
sbm59913,NULL,NULL,NULL,debit,topup_bank,3750,8,22,22,3,5,10,3954
sbm66977,NULL,NULL,NULL,debit,debit,41423,8,10,23,0,25,12,3955
sbm69134,NULL,NULL,NULL,debit,transfer_bankscb,14200,8,23,53,1,24,10,3956
sbm43326,NULL,NULL,NULL,topup,topup,1200,8,10,52,1,24,10,3957
sbm48402,NULL,NULL,NULL,topup,topup,1542,8,16,57,3,26,10,3958
sbm113,NULL,NULL,NULL,topup,topup,10200,8,16,39,1,29,8,3959
sbm559,NULL,NULL,NULL,credit,payrolltopup,4600,8,8,56,4,30,6,3960
sbm59263,NULL,NULL,NULL,credit,payrolltopup,1600,8,16,53,4,29,12,3961
sbm607,NULL,NULL,NULL,debit,transfer_out_sbm_sbm,420,8,23,19,1,5,12,3962
sbm439,NULL,NULL,NULL,credit,promotion,40,8,11,12,1,7,3,3963
sbm56556,NULL,NULL,NULL,credit,payrolltopup,1200,8,9,1,3,30,11,3964
sbm52120,NULL,NULL,NULL,dvcashin,dvcashin,2016,8,11,56,2,19,4,3965
sbm48603,NULL,NULL,NULL,credit,promotion,40,8,11,12,1,7,3,3966
sbm57810,NULL,NULL,NULL,credit,topup_scb,454,8,6,49,6,31,12,3967
sbm59336,NULL,NULL,NULL,credit,payrolltopup,1200,8,15,45,4,29,12,3968
sbm53504,NULL,NULL,NULL,credit,payrolltopup,1600,8,9,15,1,31,10,3969
sbm361,NULL,NULL,NULL,transferin,transferin,4844,8,16,10,5,28,10,3970
sbm69270,NULL,NULL,NULL,debit,topup_bank,16000,8,7,9,4,6,10,3971
sbm1,NULL,NULL,NULL,debit,topup_bank,6717,8,12,33,2,20,9,3972
sbm27251,NULL,NULL,NULL,credit,commission,13.65,8,14,36,6,16,4,3973
sbm364,NULL,NULL,NULL,topup,topup,4120,8,9,28,1,31,10,3974
sbm57174,NULL,NULL,NULL,credit,feecommission,50,8,8,26,1,15,8,3975
sbm57962,NULL,NULL,NULL,debit,debit,210,8,17,13,6,8,10,3976
sbm66529,NULL,NULL,NULL,debit,topup_bank,16000,8,11,29,1,26,9,3977
sbm49714,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,390,8,10,28,1,14,11,3978
sbm73,NULL,NULL,NULL,debit,payment,515,8,7,34,2,27,12,3979
sbm36147,NULL,NULL,NULL,debit,payment,407,8,14,18,6,24,12,3980
sbm57832,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,940,8,18,58,1,5,12,3981
sbm58525,NULL,NULL,NULL,debit,debit,530,8,3,15,1,17,10,3982
sbm121,NULL,NULL,NULL,credit,promotion,40,8,15,42,3,2,3,3983
sbm49109,NULL,NULL,NULL,transferout,transferout,842,8,18,0,5,16,9,3984
sbm434,NULL,NULL,NULL,credit,payrolltopup,3600,8,8,49,4,30,6,3985
sbm53423,NULL,NULL,NULL,topupfee,topupfee,50,8,17,40,5,26,8,3986
sbm53423,NULL,NULL,NULL,topup,topup,52550,8,17,40,5,26,8,3987
sbm53423,NULL,NULL,NULL,debit,debit,52500,8,17,40,5,26,8,3988
sbm5727,NULL,NULL,NULL,credit,payrolltopup,1600,8,16,53,4,29,12,3989
sbm86,NULL,NULL,NULL,credit,transfer_in_sbm_sbm,291,8,15,31,6,31,12,3990
sbm55053,NULL,NULL,NULL,credit,payrolltopup,1600,8,16,53,4,29,12,3991
sbm63634,NULL,NULL,NULL,debit,debit,98,8,17,16,2,6,12,3992
sbm626,NULL,NULL,NULL,credit,payrolltopup,3600,8,16,54,4,29,12,3993
sbm41681,NULL,NULL,NULL,credit,commission,25.2,8,14,34,3,19,10,3994
sbm49143,NULL,NULL,NULL,topup,topup,720,8,16,57,2,26,7,3995
sbm71786,NULL,NULL,NULL,debit,debit,131,8,14,36,5,30,12,3996
sbm53485,NULL,NULL,NULL,credit,payrolltopup,700,7,8,55,3,30,11,3997
sbm45337,NULL,NULL,NULL,debit,debit,84,7,10,5,0,20,3,3998
sbm40814,NULL,NULL,NULL,credit,feecommission,42,7,10,25,5,25,11,3999
sbm49185,NULL,NULL,NULL,credit,commission,15.75,7,13,5,3,6,7,4000
sbm29519,NULL,NULL,NULL,credit,payrolltopup,3800,7,7,31,2,31,5,4001
sbm535,NULL,NULL,NULL,debit,topup_bank,700,7,2,9,3,4,5,4002
sbm69322,NULL,NULL,NULL,debit,topup_bank,10000,7,20,29,3,5,10,4003
sbm62946,NULL,NULL,NULL,credit,payrolltopup,1400,7,9,34,3,28,12,4004
sbm29618,NULL,NULL,NULL,topup,topup,3850,7,13,27,5,8,7,4005
sbm69335,NULL,NULL,NULL,debit,topup_bank,14000,7,17,48,4,6,10,4006
sbm40814,NULL,NULL,NULL,dvcashin,dvcashin,5875,7,10,25,5,25,11,4007
sbm68460,NULL,NULL,NULL,debit,transfer_bankscb,12100,7,10,1,1,10,10,4008
sbm52046,NULL,NULL,NULL,credit,payrolltopup,700,7,13,23,3,31,8,4009
sbm354,NULL,NULL,NULL,debit,topup_bank,2000,7,21,2,2,10,5,4010
sbm42164,NULL,NULL,NULL,transferin,transferin,635,7,11,19,4,15,9,4011
sbm47459,NULL,NULL,NULL,debit,prepaid_ais,480,7,17,35,0,18,12,4012
sbm69282,NULL,NULL,NULL,debit,transfer_bankscb,12400,7,22,58,1,24,10,4013
sbm187,NULL,NULL,NULL,debit,debit,741,7,12,23,4,7,7,4014
sbm48865,NULL,NULL,NULL,debit,debit,15251,7,13,16,0,14,8,4015
sbm48865,NULL,NULL,NULL,topup,topup,15308,7,13,16,0,14,8,4016
sbm48865,NULL,NULL,NULL,topupfee,topupfee,57,7,13,16,0,14,8,4017
sbm58965,NULL,NULL,NULL,credit,promotion,35,7,14,7,3,30,11,4018
sbm69337,NULL,NULL,NULL,debit,topup_bank,14000,7,17,58,4,6,10,4019
sbm69284,NULL,NULL,NULL,debit,topup_bank,14000,7,7,59,4,6,10,4020
sbm54905,NULL,NULL,NULL,transferin,transferin,49,7,9,59,3,27,7,4021
sbm5727,NULL,NULL,NULL,debit,payment,355,7,10,12,3,21,12,4022
sbm69288,NULL,NULL,NULL,debit,topup_bank,14000,7,5,42,4,6,10,4023
sbm49700,NULL,NULL,NULL,credit,commission,18.55,7,16,14,2,16,8,4024
sbm111,NULL,NULL,NULL,topup,topup,7690,7,13,57,4,22,9,4025
sbm68787,NULL,NULL,NULL,debit,topup_bank,14000,7,7,2,4,6,10,4026
sbm1292,NULL,NULL,NULL,debit,topup_bank,790,7,13,16,5,30,9,4027
sbm37684,NULL,NULL,NULL,xferout,xferout,26,7,13,36,3,21,12,4028
sbm52051,NULL,NULL,NULL,credit,credit,440,7,17,43,2,27,12,4029
sbm37684,NULL,NULL,NULL,xferin,xferin,26,7,13,36,3,21,12,4030
sbm44832,NULL,NULL,NULL,debit,topup_bank,1021,7,14,41,6,1,10,4031
sbm61393,NULL,NULL,NULL,credit,payrolltopup,1400,7,9,34,3,28,12,4032
sbm59424,NULL,NULL,NULL,topup,topup,582,7,15,28,4,14,7,4033
sbm56135,NULL,NULL,NULL,credit,payrolltopup,700,7,17,6,2,4,10,4034
sbm9346,NULL,NULL,NULL,topup,topup,70000,7,13,12,1,28,11,4035
sbm421,NULL,NULL,NULL,credit,promotion,35,7,10,16,2,6,9,4036
sbm113,NULL,NULL,NULL,transferout,transferout,9310,7,12,39,5,29,7,4037
sbm37593,NULL,NULL,NULL,topup,topup,420,7,15,55,2,18,10,4038
sbm44924,NULL,NULL,NULL,credit,promotion,35,7,11,12,1,7,3,4039
sbm44679,NULL,NULL,NULL,transferout,transferout,1250,7,18,30,3,7,9,4040
sbm69312,NULL,NULL,NULL,debit,topup_bank,14000,7,11,26,4,6,10,4041
sbm59397,NULL,NULL,NULL,credit,payrolltopup,700,7,8,55,3,30,11,4042
sbm433,NULL,NULL,NULL,debit,topup_bank,629,7,17,18,1,3,10,4043
sbm54958,NULL,NULL,NULL,debit,debit,93,7,14,54,1,15,8,4044
sbm53828,NULL,NULL,NULL,transferin,transferin,1660,7,12,7,2,26,7,4045
sbm37983,NULL,NULL,NULL,topupfee,topupfee,35,7,9,10,4,20,10,4046
sbm59539,NULL,NULL,NULL,credit,payrolltopup,700,7,8,55,3,30,11,4047
sbm117,NULL,NULL,NULL,debit,transfer_bankscb,178,7,11,17,3,19,10,4048
sbm58530,NULL,NULL,NULL,debit,transfer_bankscb,4600,7,10,23,0,23,10,4049
sbm49154,NULL,NULL,NULL,debit,debit,82,7,17,44,2,13,12,4050
sbm47656,NULL,NULL,NULL,credit,topup_ktb,5990,7,12,1,6,17,12,4051
sbm43195,NULL,NULL,NULL,topup,topup,655,7,19,34,4,6,10,4052
sbm628,NULL,NULL,NULL,debit,topup_bank,1400,7,13,49,2,10,5,4053
sbm1065,NULL,NULL,NULL,credit,payrolltopup,1400,7,16,53,4,29,12,4054
sbm58310,NULL,NULL,NULL,debit,topup_bank,5495,7,9,50,2,21,6,4055
sbm42815,NULL,NULL,NULL,credit,topup_kbank,1300,7,12,25,1,26,12,4056
sbm45657,NULL,NULL,NULL,topup,topup,900,7,13,49,2,6,9,4057
sbm94,NULL,NULL,NULL,debit,payment,372,7,12,49,3,21,12,4058
sbm59468,NULL,NULL,NULL,debit,debit,99,7,17,34,0,10,7,4059
sbm6885,NULL,NULL,NULL,transferout,transferout,2897,7,17,45,4,14,7,4060
sbm45638,NULL,NULL,NULL,transferin,transferin,613,7,12,5,3,19,10,4061
sbm567,NULL,NULL,NULL,credit,promotion,35,7,10,10,4,3,3,4062
sbm452,NULL,NULL,NULL,transferout,transferout,1100,7,8,2,5,30,9,4063
sbm58791,NULL,NULL,NULL,topup,topup,612,7,10,1,5,14,10,4064
sbm64386,NULL,NULL,NULL,debit,debit,2210,7,14,7,1,29,8,4065
sbm67,NULL,NULL,NULL,credit,topup_scb,2800,7,10,33,1,26,12,4066
sbm132,NULL,NULL,NULL,credit,promotion,35,7,15,42,3,2,3,4067
sbm47769,NULL,NULL,NULL,debit,topup_bank,2955,7,14,16,2,31,5,4068
sbm51143,NULL,NULL,NULL,credit,feecommission,16,7,11,33,3,21,12,4069
sbm47769,NULL,NULL,NULL,topup,topup,550,7,10,18,3,12,10,4070
sbm31808,NULL,NULL,NULL,credit,promotion,35,7,11,39,5,19,8,4071
sbm9346,NULL,NULL,NULL,topupfee,topupfee,84,7,13,12,1,28,11,4072
sbm558,NULL,NULL,NULL,credit,promotion,35,7,13,52,1,3,10,4073
sbm52787,NULL,NULL,NULL,debit,debit,76,7,12,1,2,1,3,4074
sbm43192,NULL,NULL,NULL,transferout,transferout,2400,7,12,13,1,5,9,4075
sbm60997,NULL,NULL,NULL,credit,payrolltopup,1400,7,16,54,4,29,12,4076
sbm399,NULL,NULL,NULL,debit,topup_bank,7045,7,11,42,0,28,8,4077
sbm28423,NULL,NULL,NULL,debit_rev,debit_rev,3.07,7,14,41,1,22,8,4078
sbm45006,NULL,NULL,NULL,transferout,transferout,771,7,13,31,3,2,3,4079
sbm52871,NULL,NULL,NULL,dvcashin,dvcashin,1017,7,20,3,4,16,6,4080
sbm37164,NULL,NULL,NULL,credit,promotion,35,7,17,52,4,8,9,4081
sbm427,NULL,NULL,NULL,transferout,transferout,2171,7,19,15,4,5,5,4082
sbm16272,NULL,NULL,NULL,debit,debit,8195,7,15,52,4,31,3,4083
sbm136,NULL,NULL,NULL,debit,topup_bank,7045,7,23,52,3,7,9,4084
sbm39882,NULL,NULL,NULL,credit,topup_scb,869,7,12,13,5,23,12,4085
sbm16272,NULL,NULL,NULL,topup,topup,8300,7,15,52,4,31,3,4086
sbm16272,NULL,NULL,NULL,topupfee,topupfee,105,7,15,52,4,31,3,4087
sbm440,NULL,NULL,NULL,transferout,transferout,1109,7,14,34,6,30,7,4088
sbm49172,NULL,NULL,NULL,debit,topup_bank,5045,7,16,39,4,30,6,4089
sbm40930,NULL,NULL,NULL,dvcashin,dvcashin,602,7,15,53,3,17,8,4090
sbm56320,NULL,NULL,NULL,topup,topup,3000,7,12,40,0,16,10,4091
sbm52871,NULL,NULL,NULL,topup,topup,1007,7,13,34,3,15,6,4092
sbm50707,NULL,NULL,NULL,debit,debit,370,7,13,22,1,15,8,4093
sbm59572,NULL,NULL,NULL,credit,payrolltopup,700,7,8,55,3,30,11,4094
sbm44923,NULL,NULL,NULL,credit,promotion,35,7,14,10,1,18,4,4095
sbm60042,NULL,NULL,NULL,debit,debit,851,7,17,41,2,31,5,4096
sbm14,NULL,NULL,NULL,debit_rev,debit_rev,599.46,7,15,9,3,18,5,4097
sbm43144,NULL,NULL,NULL,credit,payrolltopup,2400,7,21,45,0,31,7,4098
sbm427,NULL,NULL,NULL,transferin,transferin,107,7,6,54,1,19,9,4099
sbm56617,NULL,NULL,NULL,topup,topup,4200,7,17,18,0,21,8,4100
sbm368,NULL,NULL,NULL,transferout,transferout,114,7,16,15,1,5,9,4101
sbm39722,NULL,NULL,NULL,debit,debit,75,7,21,11,1,19,9,4102
sbm58784,NULL,NULL,NULL,fee,fee,105,7,18,26,1,22,8,4103
sbm561,NULL,NULL,NULL,credit,promotion,35,7,13,59,2,26,4,4104
sbm529,NULL,NULL,NULL,transferin,transferin,5232,7,16,24,2,10,5,4105
sbm616,NULL,NULL,NULL,credit,payrolltopup,4000,7,9,30,2,31,5,4106
sbm43578,NULL,NULL,NULL,credit,promotion,35,7,15,39,1,26,12,4107
sbm42307,NULL,NULL,NULL,dvcashin,dvcashin,1489.75,7,16,43,1,26,12,4108
sbm67674,NULL,NULL,NULL,credit,topup_kbanktopup,700,7,13,49,3,30,11,4109
sbm47005,NULL,NULL,NULL,credit,commission,165.75,7,8,7,1,12,9,4110
sbm81,NULL,NULL,NULL,transferin,transferin,1017,7,17,19,5,6,5,4111
sbm64969,NULL,NULL,NULL,topup,topup,1050,7,8,52,2,4,10,4112
sbm36,NULL,NULL,NULL,debit,debit,77,7,14,10,1,14,2,4113
sbm61327,NULL,NULL,NULL,debit,topup_bank,14000,7,6,54,4,6,10,4114
sbm43578,NULL,NULL,NULL,transferout,transferout,3006.39,7,17,3,5,7,10,4115
sbm548,NULL,NULL,NULL,transferout,transferout,1090,7,8,51,2,27,9,4116
sbm58727,NULL,NULL,NULL,debit,topup_bank,470,7,23,13,2,4,10,4117
sbm47070,NULL,NULL,NULL,credit,commission,25.9,7,10,26,4,29,12,4118
sbm9346,NULL,NULL,NULL,debit,debit,69916,7,13,12,1,28,11,4119
sbm53486,NULL,NULL,NULL,credit,payrolltopup,700,7,8,55,3,30,11,4120
sbm44001,NULL,NULL,NULL,debit,topup_bank,1785,7,18,48,5,16,9,4121
sbm8,NULL,NULL,NULL,credit,payrolltopup,4200,7,9,17,4,30,6,4122
sbm318,NULL,NULL,NULL,transferout,transferout,584,7,12,22,4,24,3,4123
sbm626,NULL,NULL,NULL,transferout,transferout,274,7,10,23,4,3,11,4124
sbm48201,NULL,NULL,NULL,credit,topup_bbl,700,7,10,2,1,12,12,4125
sbm57215,NULL,NULL,NULL,credit,topup_scb,700,7,21,12,0,20,11,4126
sbm57875,NULL,NULL,NULL,credit,payrolltopup,700,7,9,34,3,28,12,4127
sbm54468,NULL,NULL,NULL,dvcashin_rev,dvcashin_rev,2806,7,10,11,1,5,12,4128
sbm54289,NULL,NULL,NULL,credit,payrolltopup,700,7,17,6,2,4,10,4129
sbm51639,NULL,NULL,NULL,credit,payrolltopup,1400,7,10,2,5,30,9,4130
sbm522,NULL,NULL,NULL,transferout,transferout,674,7,15,35,3,5,10,4131
sbm60886,NULL,NULL,NULL,credit,topup_kbank,660,7,2,51,4,1,12,4132
sbm402,NULL,NULL,NULL,transferin,transferin,312,7,12,19,5,22,4,4133
sbm522,NULL,NULL,NULL,transferin,transferin,651,7,19,48,2,5,7,4134
sbm39560,NULL,NULL,NULL,topup,topup,557,7,17,48,2,18,10,4135
sbm1299,NULL,NULL,NULL,credit,promotion,35,7,14,6,1,29,8,4136
sbm275,NULL,NULL,NULL,debit,payment,439,7,18,41,5,16,12,4137
sbm53335,NULL,NULL,NULL,debit,wash_sabuywash,260,7,10,18,0,25,12,4138
sbm56557,NULL,NULL,NULL,credit,payrolltopup,700,7,9,15,1,31,10,4139
sbm636,NULL,NULL,NULL,transferout,transferout,948,7,8,53,1,12,9,4140
sbm60013,NULL,NULL,NULL,credit,topup_kbank,109,7,12,30,6,31,12,4141
sbm51843,NULL,NULL,NULL,dvcashin,dvcashin,253,7,16,14,5,29,4,4142
sbm64435,NULL,NULL,NULL,credit,topup_kbank,110,7,16,16,1,12,12,4143
sbm43084,NULL,NULL,NULL,topup,topup,1132,7,13,55,1,27,6,4144
sbm429,NULL,NULL,NULL,transferin,transferin,3285,7,10,1,5,20,5,4145
sbm62944,NULL,NULL,NULL,credit,payrolltopup,700,7,9,34,3,28,12,4146
sbm52693,NULL,NULL,NULL,dvcashin,dvcashin,1176,7,19,30,6,23,7,4147
sbm37983,NULL,NULL,NULL,topup,topup,46190,7,9,10,4,20,10,4148
sbm61613,NULL,NULL,NULL,debit,transfer_bank_scbpayment,4570,7,18,28,2,8,11,4149
sbm52142,NULL,NULL,NULL,credit,payrolltopup,700,7,11,25,3,31,8,4150
sbm42257,NULL,NULL,NULL,debit,topup_bank,1015,7,13,50,2,31,5,4151
